TimeSinceMark,CurrentStage,AltitudeASL,DownRange,SpeedSurface,SpeedOrbital,Acceleration,Q,AoA,AltitudeTrue,Pitch,Mass,GravityLosses,DragLosses,SteeringLosses,DeltaVExpended
51.2726877070963,3,3656.47460970893,85.6494210211852,169.569823933783,236.508297602813,1.5081291795529,10159.4832823721,-0.845560204367043,3528.29156179121,85.5068969726563,38.7958887295608,173.881878625194,11.4820204426323,439.394096319066,682.043918043609
51.5126877073199,3,3697.28806043969,88.3735319873262,170.82097070151,237.176881381645,1.5101810284037,10256.3638878853,-0.846035983066574,3568.66191363565,85.4251892089844,38.7461794094925,175.561647834456,11.6705279530538,440.654493959843,685.801427183229
51.7526877075434,3,3738.39825094705,91.2051993810227,172.077861490775,237.852805921955,1.51226237018966,10353.2559068638,-0.788497672474969,3609.32978241306,85.4020935058594,38.6964662747268,177.248453562013,11.8590941674555,441.903655439654,689.565607112656
51.9926877077669,3,3779.80674173933,94.0807141048163,173.341552385691,238.544374165577,1.5143624496034,10450.2876748154,-0.715273819344342,3650.29143850712,85.3986572265625,38.6467550473099,178.942184532419,12.0479331018136,443.14347769887,693.336476458756
52.2326877079904,3,3821.51529256107,97.0237784729444,174.611958797828,239.25307445515,1.51643893653582,10547.4912210146,-0.695080497153979,3691.55534352941,85.3468292236328,38.5970438198929,180.642738118002,12.2394621515135,444.38146682329,697.114054646074
52.4726877082139,3,3863.52525463742,100.060529504093,175.887731687167,239.966870261109,1.51845721597562,10644.7217385564,-0.746393453889332,3733.11699573357,85.2231079101562,38.5473344998245,182.350234549306,12.4357624120028,445.619923831879,700.898360182209
52.7126877084374,3,3905.8373762995,103.204280964392,177.167495819585,240.675487308722,1.52045364039718,10741.7765345222,-0.832769419393098,3774.97867289383,85.0597930908203,38.4976213650589,184.064755435175,12.6356092823811,446.85389712962,704.689409730409
52.952687708661,3,3948.45206897405,106.412496971765,178.450940226493,241.373739254163,1.52247486434896,10838.5473462718,-0.883948449724808,3817.13895288759,84.9249877929688,38.4479120449905,185.786245448174,12.8366837260327,448.078354336968,708.487220841429
53.1926877088845,3,3991.36999936709,109.705245259664,179.739253077656,242.071641753878,1.5245344795299,10935.1058739727,-0.858754498345714,3859.60340947857,84.8639495849609,38.3981989102249,187.514606152554,13.0377122355439,449.291352455003,712.29181363782
53.432687709108,3,4034.59251620432,113.093827797555,181.034111579537,242.783255599686,1.52661355222199,11031.6388073037,-0.78844827663999,3902.37067082193,84.8511566162109,38.3484895901565,189.249714453719,13.2386246270526,450.494295487783,716.103205408744
53.6726877093315,3,4078.12144565645,116.525004980203,182.336038221981,243.513844134255,1.52863281102661,11128.251860739,-0.752865659246895,3945.44638896347,84.8088409423828,38.2987764553909,190.991461100941,13.4418013401201,451.694289063797,719.921413001699
53.912687709555,3,4121.95830222339,120.074820641209,183.643890065334,244.252349371468,1.53059041399477,11224.8433093008,-0.783923406284964,3988.82761309817,84.7005828857422,38.2490671353225,192.739944110995,13.6494464320869,452.893905368424,723.746456348406
54.1526877097785,3,4166.10396996306,123.730320488678,184.956249900587,244.987967336256,1.53261394212605,11321.2044601109,-0.853387538180042,4032.5141012355,84.5503601074219,38.1993540005569,194.495236017147,13.8605279483927,454.088865393159,727.57835211582
54.3926877100021,3,4210.55893566867,127.457494546354,186.272674381318,245.714925409912,1.53474796414739,11417.2180685232,-0.895286026509312,4076.50412134327,84.4217834472656,38.1496446804886,196.257285746215,14.072790041805,455.27446560149,731.417118630275
